SBD,Toán,Văn,Sử,Địa,Lí,Sinh,Anh,GDCD,Hóa
2000456,8,4.75,,,6.25,3,8.4,,5.25,
2001664,7.8,7.75,7.75,7,,,9,7.75,,
2000073,8.6,3.75,,,6,4.5,6.8,,8,
2000732,9,7,,,8.5,6.25,9.2,,7.5,
2000840,7.6,6.5,,,6.25,6,8.8,,7.25,
2000018,8.6,7,,,8.5,5.5,9.4,,7.75,
2000401,8.4,7.5,8,8.25,,,8,8.75,,
2001115,5.2,6,5,5.25,,,4,6.25,,
2000346,7.6,7.75,6.5,7,,,9.6,8.5,,
2000292,7.4,7,6.75,5.25,,,9,7.25,,
2000511,7.4,5.75,,,3.75,6.25,3.6,,6.75,
2001719,7.2,6.25,,,3.25,2.75,5,,5.75,
2000622,6,5.25,,,3,5.25,6.2,,6.25,
2001281,7.2,6,,,7.5,5,6.4,,7,
2001665,6.6,6.5,5,5.5,,,3.4,8,,
2001336,7.2,6.75,,,6.75,3,5.6,,4.5,
2001500,8.2,6.75,,,7.25,5.25,5.4,,6.5,
2000786,7.4,6.25,9.75,6.75,,,5.4,9,,
2000074,7.2,6.75,,,7.25,4.75,7,,5,
2000950,6,6,6.5,5.75,,,7.8,7.5,,
2000896,8.6,6.5,8.75,8,,,,8,,
2001171,3.4,4.75,4.25,5.5,,,4.4,6.5,,
2000676,3.8,6.5,4.25,5.5,,,3,6.5,,
2001226,5.4,6.5,5.25,7,,,6.2,8.5,,
2000457,7.6,7,,,7.5,5.25,7.6,,8,
2000564,4,7,6.5,7,,,6.6,7.5,,
2001006,8.2,7.5,9.5,7.5,,,9.4,9.25,,
2000128,7.8,4.75,,,6,3.5,8.8,,4,
2001611,8.6,5.75,,,8.25,4.25,7,,7.75,
2000237,8.6,6.5,,,7.75,5.75,8.8,,7,
2000182,8.8,7.25,,,7.75,5.25,7.8,,7.5,
2001390,6.8,7.5,6.5,6.75,,,3.4,7.75,,
2001445,7,5.5,,,6.25,4.25,5.4,,7,
2001062,5.2,6,4.25,7,,,4,8.25,,
2000733,7.8,5,,,6,4.75,8,,4.25,
2001555,7.6,5.75,,,6,4.5,7.2,,6.75,
2001116,8,7,7.75,6.75,,,9.2,8.5,,
2000019,7.8,6.25,,,6.5,3.75,6.2,,3.25,
2000402,8.4,6.75,,,7.5,4,8.8,,7,
2000841,8,6.5,,,7.75,7.25,9.4,,8.25,
2000293,8,7,7.75,5,,,8.6,7.75,,
2001720,5.4,8,6.25,6,,,5.6,9.5,,
2000347,7.2,7.5,7,5,,,8.8,8.25,,
2000512,8,6.75,,,6,8.25,7,,8.25,
2000623,7.2,7.75,9.25,6.75,,,7.6,9,,
2001282,4.6,4.75,4.5,5,,,4.2,7.25,,
2001666,6,6.5,4.25,6,,,5.4,9,,
2000075,8.2,7,,,8.75,4.25,8.6,,7.25,
2000129,9,5.75,,,9.5,4.5,9.2,,6.25,
2001391,6.4,7.25,,,6.25,2.5,6.2,,5.5,
2000458,7.6,6.75,8.75,8.25,,,7.4,8.5,,
2000734,7.8,6.5,,,6.75,4.75,,,7.5,
2000020,8.4,8,6.25,6.5,,,7.8,8.5,,
2001501,5.2,6.75,5.5,4,,,3.4,8.25,,
2000565,8,6.5,8.5,8,,,6.2,9.5,,
2001612,6.4,6.25,,,5,3.25,7.8,,4.5,
2000897,9,7.5,9.5,8.25,,,8.8,9,,
2001446,7.8,5.75,,,6,4.75,6.2,,6.5,
2001172,7.8,5.75,,,5.5,4,9.2,,5.75,
2001063,7.6,7.5,7.5,7,,,9,8.5,,
2001556,8,6.25,7.25,7.75,,,6.4,7.5,,
2001117,7,6,,,7,4.25,5.8,,6.25,
2000183,7.6,6.25,,,5.5,4.5,7,,6.25,
2000238,8,8,8.25,8.25,,,8.8,8.5,,
2000294,7,8,6.75,7.75,,,7.6,7.75,,
2001007,5.8,5.75,,,3.25,3.5,1.6,,4.5,
2000787,6.6,6.08,,,5.5,3.25,2.8,,2.25,
2000403,6.4,6.75,6.75,7.25,,,7.8,8.5,,
2000951,5,7,,,5.75,3.5,9,,5.75,
2001337,7.2,5.5,,,7.5,3.75,6.4,,5,
2000348,8,6.25,8.5,7.25,,,9,8.25,,
2001721,5.8,7.25,,,5.5,2.25,5.2,,3.25,
2000677,8.8,5.75,,,6.75,4.5,9.2,,6,
2001227,3.6,5,5.75,6.25,,,3.8,7.75,,
2000842,8.6,6.25,,,7.5,6.75,9.6,,8,
2000513,8.6,6.75,,,6.5,4,6.8,,8,
2000624,7,6.75,8.5,7.75,,,8.4,8.5,,
2001283,7.4,7.25,,,5.75,4.25,4.2,,5.75,
2001667,7.4,6.25,9,7.25,,,7.2,9.75,,
2000076,7.2,7.25,5.75,7,,,6.4,7.75,,
2000459,7.2,7.5,,,6.5,4.75,8.4,,4.75,
2001392,5.6,7.5,5.25,6.75,,,5.8,8.25,,
2000130,8.6,7.25,,,6.75,4.25,8.8,,5.5,
2000184,8.4,6,,,8.5,4.25,6.6,,6.75,
2000566,7,6.5,5.25,6.75,,,8,7.5,,
2000514,6.8,6.5,7.75,6.5,,,8.6,8.25,,
2001613,7.6,7.25,,,7.75,5,8.2,,7.75,
2001338,8.8,6.75,,,8,5.75,7,,6.75,
2001064,6.8,6.75,6.25,7.25,,,4.6,7,,
2000404,7.6,6.75,,,7.5,3.25,7.4,,8.25,
2000678,8.8,7.75,,,7.25,4.75,8.6,,8,
2000625,8.4,6.75,,,8.75,5,9.6,,5,
2000952,7,5.25,5.75,7,,,6.8,8.75,,
2000349,6.2,7.5,7.25,6.25,,,8.6,8.5,,
2000788,8.4,8.25,9.5,8.25,,,9.2,9.25,,
2000898,8.8,5.75,,,7,8.75,,,8.25,
2000843,6.8,5.75,,,6.5,5.5,,,7.25,
2001228,5.8,5.5,,,5.5,3.5,4.2,,5.25,
2000021,8.6,7.75,,,8.5,5.25,8.4,,7.25,
2000239,8.6,6.75,,,9,4.5,7.8,,6.25,
2001447,5.8,5,,,4.25,4.75,6.2,,7.25,
2001722,6,6.5,,,4.75,3.25,,,6.5,
2001557,9,6,,,7,5,8.6,,7,
2001668,4.6,7.25,5,5,,,3.8,9,,
2001173,6,4.75,,,5,3.25,7.4,,3.75,
2001284,7.4,5.75,6.75,8,,,6.4,9,,
2001118,6.8,6.5,6.5,5,,,6.4,8.25,,
2000735,4.6,5.75,4,5.25,,,4.8,5.75,,
2001008,8.4,5.75,,,6.25,7.75,9.2,,9,
2001502,7.8,7.5,,,7.75,6.25,6.8,,4.5,
2000295,8,7.5,9.25,7.25,,,9,9,,
2000077,8,7.5,,,5.5,5,7,,7.25,
2001393,5.4,5.25,3.5,4.5,,,4,6.25,,
2000460,7.2,7,9,7.5,,,8.6,9,,
2000131,8,7,,,7.25,4,8,,5.25,
2000789,6,4.25,,,5.75,3.5,6,,4.75,
2000185,8.8,6.5,,,6.5,9.5,7.6,,9.75,
2000567,8.4,7.75,,,7.75,4,6,,8,
2000515,7.8,7.5,6,6,,,6.2,8.5,,
2001065,4.6,5,3.75,5,,,4.6,6.5,,
2000899,8,6.25,8,7.25,,,9.8,8.25,,
2000296,8.2,8,7.25,8.5,,,6.8,8.5,,
2000405,8.8,6.5,,,2.5,6,4.6,,6.75,
2001174,9,5.75,,,5.5,8.25,8.4,,7.5,
2000022,7.6,6.75,,,6.75,6,9.4,,7.25,
2001558,7.4,6.5,8.25,7.25,,,6.2,8.5,,
2001229,6.2,7,,,5,4,3.6,,4,
2001448,8.8,7,,,6.5,5.25,5.2,,8,
2000844,6.4,5.5,,,4.5,4,8.8,,4.5,
2001503,7.4,8,6.5,5.75,,,6.4,9,,
2000736,7,5.75,6.75,5.25,,,5.2,7,,
2001614,7.2,6.25,,,5.5,4,6,,3.75,
2001723,2.4,5,5,5,,,2.6,7.5,,
2001339,6.4,6.75,,,5.75,6,9.6,,5.25,
2000953,7,8,8,8.25,,,9.2,8.75,,
2001285,6.8,6.25,3.75,5.75,,,3.4,5.5,,
2001119,8.4,7.75,8.25,7.75,,,9.6,7.75,,
2000240,8.2,6,,,7.5,3.75,6.8,,8,
2000350,7.2,6.5,,,5.25,4.5,9.4,,6.75,
2000679,7.2,7,8,7.5,,,7,8.25,,
2001009,4.6,5,,,3.5,3.5,3,,4.75,
2001394,6,7,,,5.25,4.75,4.6,,4.5,
2000626,6.8,5.75,5.75,5.5,,,,7.75,,
2000078,7.4,4.5,,,4.5,6.25,8.8,,7.25,
2000461,8.4,6.75,,,8.5,3.25,8.6,,6.25,
2000132,8.6,4.75,,,4.25,9.25,,,9.5,
2001669,6,6.75,6.25,6.5,,,3.2,8.25,,
2000790,4,5.75,5.25,6.75,,,3.2,7.25,,
2000186,7.6,4.5,,,7.25,4.75,9.2,,5.5,
2000568,8.6,7,,,7.5,4.5,5.4,,8.75,
2001066,7.8,8,8.75,7,,,9.2,8.25,,
2000241,8.4,7.5,,,8.75,6.5,9.2,,8,
2001120,6.4,5.5,6.5,6.25,,,5.2,7.5,,
2001504,9.2,8.25,,,8,5.5,8.4,,7,
2000680,7,7.25,8.25,8,,,9.8,9.25,,
2001340,6.8,6.5,,,6,4,7.4,,7,
2001559,8.4,7.25,,,8.5,6.25,6.4,,8.5,
2001230,7.6,7.25,,,6.25,5.25,8.6,,5.5,
2000737,8.2,6.75,8.25,8.5,,,9.8,9.25,,
2000954,3,6.25,2.75,5,,,3.6,7.25,,
2000023,8,6.75,,,8,4.5,7.4,,8.5,
2001395,8.2,5.75,,,6.5,5.25,6,,7.75,
2000627,8,7.25,,,8,6,6.6,,8.75,
2001010,8.4,7.5,9.5,8.5,,,9.6,9.5,,
2001615,7.2,5.25,,,7.25,4.25,6,,4.75,
2000297,7,7.25,,,5.25,4,8.6,,5,
2000516,8.6,5.75,,,7.75,5.75,8.6,,7.5,
2000845,4.8,5,3.5,4.5,,,4.6,6.25,,
2000406,8.2,7,,,5.75,3.5,8,,7,
2001449,6.6,5,,,3.75,3,4.2,,3.75,
2001286,7,6,,,4.25,5,6,,4,
2001724,8.4,7,8,7.75,,,7.6,8.75,,
2000351,6.8,6.75,6.5,6.75,,,7.4,7.75,,
2000133,7.4,7.5,7.25,7.25,,,9.2,9.5,,
2000900,7,7,7.75,7.5,,,9,7.75,,
2001175,6,5.25,5.75,5,,,7.2,5.5,,
2000462,8.2,6.25,,,8,4,7.4,,8.25,
2000079,8.6,7.75,,,6,4.5,8.4,,8.25,
2000791,8.6,6.5,8,7.75,,,9.2,8.75,,
2000187,7.4,7,7,8.5,,,9,8,,
2001670,6.4,4.75,4.75,5.25,,,3.2,7,,
2000569,7.8,6.5,,,5.25,3.5,6.8,,6.25,
2001067,5.4,6.5,,,4.75,3,2.6,,4.5,
2000242,7.4,6,,,4,5,5.2,,8,
2001505,7.8,6.75,,,6,5.75,6.4,,7.25,
2001341,6.8,7.25,8,8.5,,,7.8,7,,
2000134,8.4,8.5,9,6.75,,,6,9,,
2000901,7.6,7.25,6.75,7.25,,,8.6,8,,
2001725,5.8,6,6,5.5,,,5.8,7.25,,
2001176,6.2,6,3,5,,,3.2,7,,
2001231,8.6,6.75,,,6.5,6.75,7.8,,8.5,
2000846,6.4,4.75,6.75,6,,,4.4,8.25,,
2000463,8,5.5,,,7.25,4.75,8.4,,8,
2001396,7.2,6,6.25,6.5,,,4.2,8.25,,
2001450,4.4,6.5,,,4.75,6,8.2,,6.25,
2001616,4.8,4.75,5.5,7.5,,,4.6,7.75,,
2000080,5.6,6.75,,,3.5,3.5,4.8,,3.25,
2000298,8.6,8,,,7,5.75,,,5.25,
2000628,8.6,6.75,,,5,8,7.4,,7.75,
2001287,7.6,7,8.25,7.75,,,7,9.25,,
2000570,8.2,7,,,7.75,5.25,8.2,,8,
2000955,4.4,7,6.75,5.5,,,3.4,7.25,,
2000188,7.8,6.5,,,4.75,4.75,7.4,,6,
2001560,6,6,7.25,6.5,,,6.6,8.5,,
2001011,7,5.75,,,3,6,6.8,,7.75,
2001671,6,5.75,8,5.5,,,8.2,8.25,,
2001121,8,6.08,,,7.5,4.5,8.8,,6.25,
2000681,6.6,6.5,,,6,3.75,6.8,,7.5,
2000792,7.2,5.25,5.25,5,,,3.4,6.25,,
2000738,6.8,5.5,,,6.75,5.25,,,7,
2000024,7.4,4.5,,,7.25,4.25,6.8,,7.25,
2000517,8,6.58,7.25,8,,,8.8,8,,
2000352,8.6,6.25,,,8.25,6.75,7.6,,7.5,
2000407,7.4,6,4.25,6,,,6.4,8,,
2001068,8.2,7.75,8.5,7.5,,,9.6,8.75,,
2001506,7.6,6,,,5.5,5.25,6,,7,
2001342,5.2,5.5,7.75,7.25,,,4.8,8.25,,
2000243,7.2,5.25,,,7,3.25,9.2,,5.75,
2000902,8.4,7.75,8,7.75,,,,9.5,,
2001726,7.6,7.5,,,6.5,5,5.4,,6,
2001232,8,7,,,6.25,4.25,4.8,,7,
2001177,7.6,8,8.25,8,,,9,8.5,,
2000464,7.4,7,,,5,3,8.6,,5.25,
2000847,6.4,8.25,9,7.25,,,,7.5,,
2000135,7.4,7.25,8.5,7,,,8.6,8.5,,
2001397,5.4,6.5,,,4.5,3.5,3.8,,3.5,
2001451,7.8,7,,,7.25,4,4.6,,5.5,
2001617,6.4,5.75,,,4.5,3,5.6,,3.25,
2001012,6.2,4.75,,,3,3.5,3.4,,6,
2001561,5.8,5,5.75,4.25,,,6,7,,
2001122,7.8,5.25,8.25,6.75,,,9.6,8.5,,
2000739,9,5.25,,,8.25,4.25,9.6,,6.25,
2000025,8.2,8.25,,,6.5,3.25,9,,6.5,
2000682,7.8,6.75,,,7,7,,,8.25,
2001288,6.6,4.5,,,5.25,4.25,5.6,,5.75,
2000081,8,6.75,,,7,7.25,7.8,,8,
2000956,4,5,4.5,6.5,,,2.2,6.25,,
2001672,6.4,7,6,7.5,,,7,8,,
2000571,7.8,7.5,,,6.5,6.5,8,,7.25,
2000408,7.8,7.25,,,6.5,5,8.6,,8.25,
2000793,5.6,6.75,5.5,5,,,7.6,7,,
2000189,8,6.75,,,6.25,4.75,6.6,,6.5,
2000299,8,5.5,,,6.5,3.5,6.4,,8.75,
2001069,7.2,7,6,7,,,,8.5,,
2000353,8,6.5,,,7.25,5,9,,8,
2000629,7.8,6.5,,,6,3.75,8.8,,7.25,
2000518,7.8,6,,,6.5,5,5.8,,7.25,
2001507,9,6.75,8.5,7.5,,,8,9.5,,
2001343,7.8,6,,,5.5,3.5,6.2,,8.5,
2000244,8.4,6.25,,,6.25,5.25,,,8.25,
2001727,8.4,7.75,,,6,5,6.6,,7.5,
2000903,8,7,7.75,7.5,,,9.2,9,,
2001178,8.4,5.25,,,6,7.5,9.6,,7.25,
2001233,6.4,6.25,5.75,5.25,,,5,7.75,,
2000465,8.6,7.75,7.5,7.25,,,8.4,9,,
2001398,8.8,7.25,,,6.75,5.75,8.2,,7.25,
2000136,8.4,8.25,9.25,8,,,8.8,8.25,,
2000848,8.4,7,,,7.5,7.25,,,8,
2001618,8,6,,,7.25,3.75,5.2,,7,
2001452,6.8,6.5,,,4.75,3.25,6.2,,4,
2000026,7.4,7,6,5.75,,,8.8,7,,
2000519,5.2,7.5,,,5.75,3.75,6.4,,6.25,
2000572,8.4,7.5,,,6.75,3.5,8,,6.75,
2001344,7.6,7,,,6.75,4,6.4,,6.25,
2001070,6.2,6,,,4,2.75,5.4,,6,
2000630,7.8,7,8.25,7.75,,,8.4,8.25,,
2001508,6.8,6.5,6,6.75,,,5.8,7.25,,
2001289,5.4,5.25,4,5.5,,,4,6.75,,
2001179,6.4,6.25,7.25,5,,,7.6,9,,
2001234,5.8,6.25,7.75,6,,,5.6,8.5,,
2000245,7.8,6,,,8.5,5.25,8.4,,6.5,
2000082,7.8,7.25,,,6.5,4.5,9.4,,8.75,
2001123,6.4,6,6.5,7.25,,,3.6,9.25,,
2001562,4.2,4.75,5.25,6.75,,,2.6,6.75,,
2000904,8.2,6.25,,,4.75,8.25,8.4,,9,
2000740,8.6,5.5,,,6,9,8.2,,9.25,
2000957,8.6,5.75,8.25,7.25,,,9,9.25,,
2000466,8.2,4.5,,,8,2,8.6,,8,
2001399,7.8,8.25,6.75,7,,,7.8,8.5,,
2000354,7.8,8.25,8.75,7.5,,,9.2,8.5,,
2000683,8,7.5,6.5,7,,,8.6,7,,
2001673,6,5.75,4.75,6.5,,,3.4,6.25,,
2000190,8.8,7,,,9,6.5,8.6,,7.25,
2000794,3.8,5.75,4.5,5.75,,,3.6,7.5,,
2000409,8,8,6,7.25,,,6.4,8.25,,
2001728,7.8,7.75,7.25,8.25,,,7.6,8.5,,
2001013,6.8,6,8.75,7.75,,,8.4,8,,
2000849,7.8,7.5,9.75,8.75,,,9.8,8.75,,
2000137,7.8,6.75,7.5,7.75,,,6.6,8.75,,
2000300,7.2,5.75,,,7.25,3,8.2,,5.5,
2001619,7.2,5.5,6.75,6,,,7.6,8.5,,
2001453,6.8,7.25,,,7.25,4.25,5.2,,4.25,
2000027,7.6,7.25,,,5.5,7.5,9,,8.25,
2000573,8,7.75,7.25,7.75,,,8,7.75,,
2001563,7.8,4.5,,,6.25,5.5,6.2,,4.25,
2000958,8.6,8,7.5,8,,,9.2,9.25,,
2000467,8.2,6.5,,,6.5,4.5,8.2,,6.25,
2001071,8.6,7,,,9,7.5,9.6,,7.25,
2001454,5.8,5.25,,,5.5,4,6,,5.5,
2001674,5,3.5,4.25,6.25,,,5.6,6.75,,
2000191,7,6.25,,,7.25,4,4.6,,6.25,
2000410,8.2,8,7.25,8,,,8.4,8.75,,
2001345,4.2,4.5,7,7,,,8.8,8.25,,
2000905,6,6.5,9.25,7.5,,,8.2,8,,
2000741,8.2,6.25,,,6.75,7.5,8.8,,9,
2001729,5.8,4.75,3,4.75,,,7.2,5.75,,
2000520,8.2,6.75,,,8.25,4,7.6,,7.25,
2000083,8.2,7.5,,,5.5,6.5,9,,7.75,
2001124,8,8,,,7.75,5,,,6.25,
2001290,7.4,7.25,,,5,3,6.2,,4.25,
2000138,7.6,6.75,,,8.75,4.25,8.4,,6.25,
2001509,6.8,5,,,5.25,4.5,4.6,,4.25,
2000246,8.4,6.75,,,6,4.5,7.8,,7.25,
2001235,7.2,6.25,,,5.25,4.5,,,6.75,
2000850,6.8,7.25,,,4.5,9,,,8.5,
2001014,7.8,6.25,8.5,8,,,7.2,9.75,,
2000684,8.4,6.5,7.75,7,,,8.8,8,,
2000631,9,7.5,4,5.25,,,7.2,7.5,,
2000301,9,7.75,,,6.5,6.25,8.8,,8,
2001180,6,5.75,7,6.75,,,5.6,7.5,,
2001400,7.8,5.25,,,5.25,6,5.4,,4.5,
2000355,7.6,7,7,7,,,7.8,8.25,,
2000795,8.8,5.5,,,7.25,5.5,9.2,,6.75,
2001620,7.6,6.5,5.25,6,,,6.2,8.5,,
2000028,8.6,4.25,,,8,5.25,8.6,,8.25,
2000574,6.6,6,5.5,6,,,6.2,7.5,,
2001564,3.4,5,4,5.25,,,2.6,5.75,,
2000959,8.8,7.5,,,5.5,6.75,8,,7,
2000468,7.6,8.5,8,7.25,,,7.2,7,,
2001072,8.6,7.25,,,8.25,5.5,9,,7.25,
2001455,7.4,5.42,,,4.5,4.75,7.8,,3,
2001291,7,7,6.25,6.25,,,6,8,,
2000139,7.8,6.25,9,8.5,,,8,10,,
2000247,8.6,7.25,8,7.75,,,,8.5,,
2000302,8.8,5.5,,,7.25,4.75,7.6,,6.25,
2000411,9,7.5,7.25,8,,,9.2,8.25,,
2001401,7,6.25,7.5,7.25,,,7.6,8.25,,
2001675,6,6.5,6.25,6,,,5,6.5,,
2001346,7.6,6.5,7.25,8,,,6.2,8.75,,
2001181,8.6,8,,,8.25,8.25,,,8,
2000685,7.6,6.75,,,6.25,6.25,9.4,,8.75,
2001236,7.4,5.5,,,5,5,5.8,,5.75,
2000084,8,7,,,5,8.25,7.8,,7.75,
2001015,7.4,5.25,,,6,5.25,9,,6,
2000521,7.2,6,,,6.5,2.25,8,,5.75,
2001510,6.6,6.5,,,4.75,4.75,6.2,,5.75,
2000356,7.8,7,4.75,6.75,,,7.4,8,,
2000906,6.8,6.25,7,7.25,,,4.4,7.25,,
2000192,7.4,7,8.25,7.75,,,5.2,9,,
2000632,6.2,6.75,8,7,,,7.8,8.25,,
2001621,7.6,6,,,6,4.5,5,,6.75,
2001125,9,7.5,,,6,4,,,7.5,
2001730,7,6,,,6,4.75,6,,4.25,
2000742,4.6,5,6.25,5,,,5.2,7,,
2000796,8,7.25,,,7.25,4.25,8.4,,7.25,
2000851,7.4,7,8.25,7.75,,,8.8,9.25,,
2000029,7,7.25,6.75,7,,,8.6,8,,
2000575,8,6.5,,,7.25,4.25,8,,8.75,
2001565,8.2,6.75,,,7.75,5.75,8.8,,7.5,
2000960,8.8,8,8.5,8.75,,,9,9.5,,
2000469,7.2,8,8,7,,,7.6,7.75,,
2001073,8.6,7.25,8.75,8.5,,,9.6,8.75,,
2001292,7.6,8.25,,,4.75,4.75,7.2,,4.5,
2000140,8.2,6,,,8.25,4.25,8.8,,4.5,
2000248,8.4,6.5,,,7,4.5,8.8,,5,
2001456,5.6,5.75,,,3.75,3.75,2,,4.5,
2000522,8.4,6,,,7.25,4.25,8.4,,8.25,
2001676,6.6,7.5,9,6.5,,,8.2,8.75,,
2001182,7.8,7.25,7.5,7.75,,,9,8.25,,
2001347,6,6.5,,,5.75,4.75,,,5,
2001511,5.8,7,,,3.25,3.75,4.4,,5,
2001731,8,6.75,5,7,,,5.4,8,,
2000357,7.2,7,7,7,,,7.8,8,,
2001126,8.4,7.25,,,5.5,6.25,,,7,
2000686,8.2,6,6.25,7.25,,,,7,,
2000085,6.8,7,6.75,6,,,7.6,6.75,,
2000743,5.4,4.75,5,6.25,,,4.2,6.25,,
2001622,6.6,6.25,,,5.75,4.25,5.6,,4.75,
2001237,7.8,6.25,3.25,7,,,4.8,9.25,,
2000633,8.2,8,,,8.5,4.75,6,,8.5,
2000852,8.2,7,,,7,5.75,9.4,,5.75,
2000193,6.6,6.5,8,7.75,,,7.6,8.25,,
2000961,,,,,,,,,,
2001016,5.6,5.5,6.25,7.25,,,2.6,6.75,,
2000797,8.6,7,8.5,7.75,,,8.4,9.25,,
2000470,7.6,7,,,6.5,5,8,,4.75,
2001402,8.2,6,,,6.75,4.75,5.6,,7,
2000907,6.6,5,,,3.75,3.25,5.6,,4.5,
2000412,9,7,,,7.5,5.25,8.2,,6.5,
2000030,7.8,7.5,7.25,6.25,,,7.8,7.5,,
2001566,4.8,6.75,5.25,6,,,3.6,9,,
2000303,7.4,5.25,,,6.25,4.25,9.4,,5.5,
2000576,8.2,7.75,,,5.25,8.25,6.8,,8,
2001074,5.8,6.25,,,4.5,3.5,4.6,,5,
2000141,8.2,7.25,,,6.5,5,8.2,,8.25,
2001293,5.6,5.75,7,5.5,,,7.4,8.5,,
2001457,7.2,7,,,6.75,6,7.4,,7.75,
2000249,8.8,5.75,,,7.75,3.75,9,,4,
2000523,8,6.75,,,7.25,6,9.6,,7.25,
2001348,8,7.25,7.5,6.5,,,9,8.5,,
2001732,7.8,7.75,7.5,7,,,7,9,,
2001183,5,5.75,6,5.75,,,7.6,7.25,,
2001238,6.6,7.75,6.75,7.5,,,6.4,8.5,,
2000577,6.8,7.75,,,4.5,5.5,8,,7,
2001017,5.8,5,,,5.75,4.75,3,,4.25,
2001677,5.2,5.5,3.5,5.5,,,7,7.5,,
2001567,3.8,5,,,4,3,5.2,,4,
2000798,8.4,6.75,8.25,8,,,9.4,9,,
2000031,5.2,7.5,,,3.5,4.25,8.8,,5.5,
2001512,6.6,5.25,,,6.25,5.25,3.2,,6.5,
2000744,4.4,4.5,5.25,6.5,,,2.4,7.75,,
2000962,8,6.25,6.5,6.5,,,8.2,8,,
2000413,7.8,4.25,,,6.75,4,8.4,,5,
2000142,8,4.75,,,7.25,3.75,7.6,,6.5,
2000908,8.8,8,,,7.75,5.25,9.6,,6.25,
2000471,8.6,6.75,,,7.75,5.75,7,,8.25,
2001127,7.8,6.75,,,7.5,6,,,7,
2000086,7.2,6.5,,,7.25,5.25,6.4,,5,
2001075,2.4,6,4.5,4.75,,,6.8,6,,
2000304,7.2,5.5,,,7,4.75,8.4,,7.75,
2001294,6.8,7,5.75,5.5,,,6.8,8.25,,
2000853,8.2,5.75,8.5,7.75,,,8.6,7.5,,
2000194,8.2,8,,,8,3.75,8.8,,7.75,
2000634,8.2,4,5.5,6.5,,,8.8,8.25,,
2000358,7.8,7.25,6.25,6.75,,,7.4,8.25,,
2000687,9.4,7,,,9,7,9.2,,8,
2001403,6,5.75,4,5,,,4,8,,
2000250,8.2,5.25,,,7.75,5,9.2,,7.5,
2001623,8,5.25,,,5.5,3,4.4,,7.25,
2001458,8.6,6.75,,,8.25,7.5,8,,8.75,
2000524,6.6,7.25,,,4.75,2.75,7.8,,6.75,
2001349,7.6,6.75,,,5.5,4.25,4.6,,5,
2001733,6.8,5.25,4.25,5,,,4.4,7.75,,
2001184,8.6,5.5,,,8.5,6.5,9.2,,7.25,
2001239,7.2,7.25,7.25,5,,,6.6,9.25,,
2000578,7.2,8.25,5.75,6.5,,,8.8,9,,
2001018,8,4.75,,,7.25,5.25,9.8,,8,
2001678,7.2,5.75,,,6,5.5,9.6,,5.5,
2000032,8,5.75,,,6.5,4,4.4,,6.25,
2001568,7,7.5,7,6.5,,,9,9,,
2000745,7.6,6.75,7.5,7.75,,,8.6,7.75,,
2000799,8.6,5.25,,,7.25,8.25,7.4,,8.25,
2001513,6.8,7,6.75,5.5,,,7,8.5,,
2000143,7.6,7,,,7.5,5,8.6,,5.5,
2001350,5,4.75,5,6.5,,,6,8.25,,
2001076,8.4,6.75,7.5,7,,,8.6,7.75,,
2000472,8.6,7,,,8,6.75,9.6,,6.25,
2000854,2.8,6.25,4,4.75,,,3,6.75,,
2000909,8.2,6.5,,,8.25,5.75,9,,6.75,
2000635,7.6,7,,,6.5,5,9,,5.5,
2001295,6.2,5,7,5.25,,,6.6,9.25,,
2001128,7.8,5.25,,,7,3.75,5.2,,6.5,
2001624,7.6,5,,,5.25,3.75,8.8,,7.5,
2000195,8.4,6.25,,,7.75,3.75,8.2,,7.75,
2001459,8.4,7.25,,,6.5,4.75,7.2,,7.5,
2000305,7.6,5.75,,,5.75,5,,,6.75,
2000525,7.8,7,,,6,7,7.6,,8,
2001404,5.6,6,,,4,4,4.4,,4.25,
2000688,3.2,6,3.5,5,,,2.8,7.75,,
2000414,7.6,7.75,7,7.5,,,8.8,7.25,,
2000963,4.8,5.75,5.25,6.75,,,4.6,6.25,,
2000087,9,5.75,,,8.5,3.25,8,,5.5,
2000251,7.6,5.75,,,2.75,6.5,9,,7.75,
2000359,8.2,7.75,7.75,7.25,,,7.4,9,,
2001734,5.6,6.25,,,4,3.25,3.4,,6.75,
2000579,8.2,7.5,,,5.75,4.25,9,,7,
2001019,6.4,3.75,,,5,3.75,3.8,,6.5,
2000033,7.8,6.75,8,8,,,9.4,7.75,,
2001569,7.8,5.75,,,7,5.5,7.4,,7,
2001240,5.6,5.75,5,4.75,,,3.2,6.75,,
2001185,8,7.25,8,8,,,,8.25,,
2001679,5.6,6.75,5.5,5.5,,,4.6,8.5,,
2000800,8,5.5,,,5.75,5.75,8.4,,6.75,
2000746,5.4,5.25,7,5.75,,,5.4,7.75,,
2001514,6.4,6.5,,,5,3.75,7.8,,4.25,
2000144,8,6.75,,,7.25,5.25,8.6,,5.75,
2000196,7,7.25,,,5,3.75,7.8,,6.25,
2001735,7.8,5.5,,,6.25,3.75,6.8,,6.5,
2000580,7.6,7.5,,,7.75,4.5,6.4,,7.5,
2000034,7,4.25,8.5,7.75,,,9,8.5,,
2001020,7.2,6,8.5,8,,,7.6,8.25,,
2001241,7,6,,,5.75,6,6.6,,5.75,
2000252,7.6,7.75,7.25,7.75,,,9,7.75,,
